OBJECTID,TOWN_ID,USE_CODE,LUC_Assign,USE_DESC
714,73,900C,900,US GOV -COMM
715,307,900C,900,US Gov  MDL-94
716,67,900R,900,US GOVT  MDL-01
717,141,900R,900,"US Government, table R"
718,155,900R,900,US GOVT MDL-01
719,243,900R,900,US GOVT
720,335,900R,900,United States Government RES
721,67,900V,900,US GOVT  MDL-00
722,187,900V,900,Unknown
723,243,900V,900,US GOVT MDL-00
724,307,900V,900,US Gov M-00
725,170,9011,919,Comm Mass V
726,170,9013,919,Comm Mass I
727,67,901R,919,COMM-MASS  MDL-01
728,67,901S,919,COMM-MASS  MDL-95
729,67,901V,919,COMM-MASS  MDL-00
730,170,901V,919,Comm. Mass  MDL-00
731,73,902V,938,COUNTY MDL-00
732,2,9031,935,POLICE MDL-96
733,170,9031,935,Municipal Police
734,208,9031,935,Police
735,2,9032,935,FIRE MDL-96
736,67,9032,935,FIRE
737,170,9032,935,Municipal Fire
738,219,9032,009,EXEMPT
739,252,9032,935,Fire Station
740,333,9032,935,FIRE
741,2,9033,934,PUB-SCHOOL MDL
742,67,9033,934,PUB-SCHOOL  MDL-94
743,170,9033,934,Municipal School
744,208,9033,934,Pub-School
745,219,9033,009,EXEMPT
746,252,9033,934,Public School
747,342,9033,934,School
748,219,9034,009,EXEMPT
749,252,9034,931,Municipal Commercial
750,2,9035,931,TOWN-PROP MDL
751,155,9035,931,TOWN-PROP MDL-96
752,170,9035,931,Municipal
753,208,9035,931,Town-Prop
754,219,9035,009,EXEMPT
755,220,9035,930,Vacant Land
756,252,9035,930,Municipal Vacant
757,295,9035,009,Other
758,298,9035,931,Town Property
759,333,9035,931,TOWN- PROPMDL-00
760,170,9036,903,Exempt Condo
761,219,9036,903,EXEMPT
762,220,9036,903,Conventional
763,252,9036,904,Municipal Industrial
764,295,9036,009,Other
765,170,9037,903,Municipal R
766,219,9037,009,EXEMPT
767,252,9037,904,Municipal T
768,170,9038,902,Municipal C
769,252,9038,903,Municipal Residential
770,170,9039,904,Municipal I
771,342,9039,900,United States Government
772,67,903A,933,PUB-SCHOOL  MDL-00
773,155,903A,932,TOWN-PROP MDL-00
774,67,903C,902,MUNICPAL  MDL-94
775,73,903I,904,MUNICPAL MDL-96
776,155,903I,904,MUNICPAL MDL-96
777,2,903R,903,MUNICPAL MDL-0
778,67,903R,903,MUNICPAL  MDL-01
779,155,903R,903,MUNICPAL MDL-01
780,155,903U,903,MUNICPAL MDL-05
781,2,903V,930,MUNICPAL MDL-0
782,67,903V,930,MUNICPAL  MDL-00
783,155,903V,930,MUNICPAL MDL-00
784,243,903V,930,MUNICIPAL MDL-00
785,333,903V,930,MUNISIPAL MDL - 00
786,170,9041,943,Priv School R
787,170,9042,943,Private School C
788,67,904C,943,PRI SCHOOL  MDL-94
789,67,904I,943,PRI SCHOOL  MDL-96
790,73,904I,943,PRI SCHOOL MDL-96
791,155,904I,943,PRI SCHOOL MDL-96
792,155,904R,943,PRI SCHOOL MDL-01
793,333,904R,943,PRI SCHOOL MDL-01
794,67,904U,943,PRI SCHOOL  MDL-05
795,67,904V,943,PRI SCHOOL  MDL-00
796,155,904V,943,PRI SCHOOL MDL-00
797,333,904V,943,PRE-SCHOOL - 01
798,170,9051,957,Charitable Org R
799,252,9051,957,Charitable Org
800,342,9051,900,United States Government
801,170,9052,957,Charitable Org C
802,252,9052,957,Charitable Org
803,170,9054,957,Charitable Org V
804,57,905C,955,P/HOS CHAR  MDL-94
805,67,905C,955,P/HOS CHAR  MDL-94
806,73,905C,955,P/HOS CHAR MDL-94
807,99,905C,009,Unknown
808,298,905C,905,"(formerly Charitable Organizations (private hospitals, etc...).  Removed June 2009. )"
809,2,905O,957,CHARIT MDL-06
810,67,905O,955,P/HOS CHAR  MDL-06
811,2,905R,957,CHARIT MDL-01
812,57,905R,955,P/HOS CHAR  MDL-01
813,155,905R,955,P/HOS CHAR MDL-01
814,187,905R,009,Unknown
815,333,905R,955,P/HOS CHAR - MDL-01
816,2,905V,957,CHARIT-MDL-00
817,67,905V,955,P/HOS CHAR  MDL-00
818,73,905V,955,P/HOS CHAR MDL-00
819,155,905V,955,P/HOS CHAR MDL-00
820,333,905V,955,P/HOS CHAR - MDL-00
821,252,9061,960,Church Residential
822,342,9061,900,United States Government
823,170,9062,960,Church C
824,252,9064,960,Church Commercial
825,170,9065,960,Church R
826,57,906C,960,CHURCH ETC  MDL-94
827,155,906C,960,CHURCH ETC MDL-94
828,2,906I,960,CHURCH ETC MDL
829,57,906I,960,CHURCH ETC  MDL-96
830,67,906I,960,CHURCH ETC  MDL-96
831,155,906I,960,CHURCH ETC MDL-96
832,187,906I,009,Unknown
833,307,906I,962,Religious M-96
834,155,906O,960,CHURCH ETC MDL-06
835,73,906R,960,CHURCH ETC MDL-01
836,187,906R,009,Unknown
837,2,906V,960,CHURCH ETC MDL
838,67,906V,960,CHURCH ETC  MDL-00
839,155,906V,960,CHURCH ETC MDL-00
840,252,9084,970,Housing Authority
841,67,908C,970,HSNG AUTH  MDL-94
842,119,908R,970,Hsng Auth MDL
843,2,908U,970,HSNG AUTH MDL
844,67,908U,970,HSNG AUTH  MDL-05
845,155,908U,970,HSNG AUTH MDL-05
846,67,908V,970,HSNG AUTH  MDL-00
847,155,908V,970,HSNG AUTH MDL-00
848,101,909,972,Railroad ROW - Titled Ownership
849,144,909,009,EXEMPT
850,165,909,009,Unknown
851,229,909,930,Municipal-owned vacant
852,285,909,009,"Exempt, Multiple Use"
853,308,909,009,Veterans Organizations
854,2,9090,962,RELIGIOUS MDL
855,155,9090,962,RELIGIOUS
856,49,9101,009,Unknown
857,208,9101,910,Dem-Bris
858,252,9101,910,DENV MNG R
859,252,9106,910,DENV MNG I
860,243,910C,910,CHARITABLE  MDL-94
861,67,910R,910,DEM REIMB  MDL-01
862,99,910R,009,Unknown
863,99,910V,009,Unknown
864,243,910V,910,COMM MASS DEM
865,307,912I,912,DOC/DYS M-96
866,67,912R,912,CORR REIMB  MDL-01
867,307,912V,912,DOC/DYS M-00
868,57,913C,913,SOLD HOME  MDL-94
869,57,913I,913,SOLD HOME  MDL-96
870,99,914V,009,Unknown
871,99,919V,009,Unknown
872,252,9201,920,DEM/NR I
873,155,920C,920,NON PROFIT MDL-94
874,243,920C,920,NON PROFIT  MDL-94
875,155,920R,920,NON PROFIT MDL-01
876,155,920V,920,NON-PROFIT UNIMPROVED (VACANT)
877,243,920V,920,NON PROFIT  MDL-00
878,274,920V,920,COMM OF MASS VACANT LAND
879,141,9221,922,"Comm of Massachusetts, table 1"
880,243,922C,922,MASS. MILITARY
881,99,922I,009,Unknown
882,141,922I,922,"Dept. of Corrections (DOC) - Division of Youth Services,Mass. Military,State Police,Sheriffs' Depts. (non-reimbursable), table I"
883,243,922I,922,MASS MILITARY
884,243,922V,922,MASS MILITARY
885,122,924I,924,commonwealth mass  model 96
886,307,924I,924,MHD M-96
887,73,924V,924,MASS HWY MDL-00
888,243,924V,924,NON PROFIT
889,307,924V,924,MHD M-00
890,243,925C,925,COMM MASS MDC
891,57,925I,925,MDC  MDL-96
892,243,925I,925,COMM MASS MDC
893,73,925V,925,CON & REC MDL-00
894,243,925V,925,COMM MASS MDC
895,57,926C,926,MA-JUDIC  MDL-94
896,57,928V,928,DCAM - VAC
897,243,928V,928,COMM MASS CAP PLAN
898,252,9296,929,OTHER/NR I
899,57,929C,929,MA-OTHER  MDL-94
900,57,929I,929,MA-OTHER  MDL-96
901,170,9301,950,Charitablr Org V
902,252,9301,959,Non Profit Residential
903,170,9302,951,Charitable Org C
904,252,9304,951,Non Profit Commercial
905,220,9306,951,Conventional
906,252,9306,951,Non Profit Industrial
907,220,9307,931,Function Hall
908,220,9308,931,Other Municipal
909,243,930C,972,COMM MASS MBTA
910,99,930V,009,Unknown
911,119,930V,930,Town-Prop - LAN
912,187,930V,009,Unknown
913,243,930V,930,MUNICIPAL MDL00
914,307,930V,930,Selectmen Vac M
915,73,930W,932,MUN VACANT WATER
916,49,9311,931,Improved City
917,57,9311,931,TOWN SELECTMEN C
918,342,9311,931,"Improved, Selectmen or City Council"
919,99,931C,009,Unknown
920,122,931C,931,improved selectman commercial
921,243,931C,931,IMPROV LAND CITY
922,307,931C,931,Selectman M-94
923,99,931I,009,Unknown
924,122,931I,931,improved selectman industrial
925,243,931I,931,IMPROV MDL 96
926,307,931I,931,Selectmen M-96
927,73,931R,931,MUN IMPRVD RES
928,99,931R,009,Unknown
929,122,931R,931,improved selectman resid
930,243,931R,931,MUNIC IMPRO MDL 01
931,307,931R,931,Selectmen M-01
932,99,931V,009,Unknown
933,243,931V,931,MUNICIPAL
934,99,932V,009,Unknown
935,187,932V,009,Unknown
936,307,932V,932,Conservation Va
937,243,933V,933,VAC EDUCATION
938,307,933V,933,Town Ed Vac M-0
939,342,9341,934,"Improved, Education"
940,99,934C,009,Unknown
941,122,934C,934,improved education
942,243,934C,934,IMPR EDUCATION
943,307,934C,934,Twn Ed M-94
944,122,934I,934,improved education
945,243,934I,934,IMP EDUCATION
946,307,934I,934,Twn Ed M-96
947,119,934V,934,VAC Educational
948,243,934V,934,VAC EDU
949,57,9351,935,TOWN PUBLIC SAFETY C
950,342,9351,935,"Improved, Municipal Public Safety"
951,122,935C,935,improved public safety
952,122,935I,935,improved public safety
953,243,935I,935,IMP PUBLIC SAFETY
954,243,936V,936,TAX TITLE VAC
955,73,937R,937,MUN IMPR TT RES
956,243,939C,939,IMPRO CNTY
957,139,94,940,Elementary Level (Educational Private)
958,57,9401,940,PRIV ELEMENTARY C
959,220,9401,009,Raised Ranch
960,170,9402,951,Non Profit C
961,220,9402,946,Vacant Land
962,49,9403,940,Private Elementary Education
963,220,9403,343,Condo Office
964,243,940C,940,PRIV ELEM
965,57,9411,941,PRIV SECONDARY C
966,243,941C,941,PRIV SEC LVL
967,119,941R,941,PRI School MDL
968,49,9421,942,"Private College, University"
969,243,942C,942,PRIV COLL
970,73,942R,942,PRVT COLLEGE
971,243,942R,942,PRIV COLL
972,243,942V,942,VAC PRIV COL
973,274,942V,942,COLL UNIV VACANT
974,57,9431,943,PRIV OTHER RDU C
975,99,943C,009,Unknown
976,307,943I,943,Priv Other Edu
977,73,945C,945,PRIV AFF HSING COMM
978,307,946V,946,Priv Edu M-00
979,187,950V,009,Unknown
980,307,950V,950,Consrv Org M-00
981,342,9511,009,Other
982,307,951C,951,Char Other M-94
983,307,951R,951,Char Other M-01
984,307,951V,951,Char Other M-00
985,243,953C,953,CEMETERY IMP
986,99,953I,009,Unknown
987,99,953V,009,Unknown
988,187,953V,009,Unknown
989,243,953V,953,CEMETERY
990,307,953V,953,Cemeteries M-00
991,57,9541,954,FUNC/FRAT ORG C
992,220,9541,343,Condo Office
993,342,9541,954,Clubs/Lodges
994,99,954C,009,Unknown
995,122,954C,954,charitable function
996,243,954C,954,FRAT/FUNC
997,307,954C,954,Func/Frat Org M
998,243,954R,954,COMM CTR
999,73,954V,954,CHARITABLE VACANT
"1,000",99,954V,954,Unknown
"1,001",57,9552,955,HOSPITAL C
"1,002",243,955C,955,HOSP
"1,003",243,956C,956,LIBRARY MDL 94
"1,004",243,956R,956,LIBRARY RES
"1,005",243,956V,956,LIBRARY VAC
"1,006",49,9571,957,Charitable Svc
"1,007",57,9571,957,CHAR SERVICES C
"1,008",57,9572,957,CHAR SERVICES V
"1,009",57,9573,957,CHAR SERVICES CONDO
"1,010",73,957C,957,CHARITABLE CM CONDO
"1,011",99,957C,009,Unknown
"1,012",122,957C,957,charitable services
"1,013",243,957C,957,CHAR SERV COM
"1,014",274,957C,957,CHARITABLE CONDO
"1,015",243,957I,957,CHAR SERV IN
"1,016",99,957R,009,Unknown
"1,017",141,957R,957,"Charitable Services, table R"
"1,018",243,957R,957,CHAR SERV
"1,019",274,957R,957,CHARITABLE RES
"1,020",243,957U,957,CHAR SER
"1,021",99,957V,009,Unknown
"1,022",243,957V,957,CHAR SERV VAC
"1,023",342,9581,958,"Recreation, Active Use"
"1,024",57,9582,958,CHAR REC ACTIVE C
"1,025",99,958C,009,Unknown
"1,026",122,958C,958,recreation commercial
"1,027",122,958I,958,recreation industrial
"1,028",122,958R,958,recreation residential
"1,029",57,9591,959,CHAR HOUSING R
"1,030",220,9591,959,Colonial
"1,031",57,9592,959,CHAR HOUSING C
"1,032",122,959C,959,charitable housing comm
"1,033",243,959C,959,HSING
"1,034",99,959R,009,Unknown
"1,035",122,959R,959,charitable housing resident
"1,036",141,959R,959,"Charitable Housing,  table R"
"1,037",243,959R,959,HSING
"1,038",274,959R,959,HOUSING OTHER RES
"1,039",342,9601,960,Church
"1,040",57,9602,960,CHURCH/TEMPLE C
"1,041",342,9602,960,Church
"1,042",220,9603,959,Colonial
"1,043",119,960C,960,"Church, etc. MDL"
"1,044",243,960C,960,CHURCH
"1,045",274,960C,960,RELIGIOUS CONDO
"1,046",307,960C,960,Religious M-94
"1,047",99,960I,009,Unknown
"1,048",119,960I,960,Church Etc. MDL
"1,049",122,960I,960,religious model 96
"1,050",307,960I,960,Religious M-96
"1,051",119,960R,960,Church Etc. MDL
"1,052",187,960V,009,Unknown
"1,053",243,960V,960,CHURCH VAC
"1,054",274,960V,960,RELIGIOUS VACANT
"1,055",307,960V,960,Religious M-00
"1,056",49,9611,961,"Rectory, Parsonage"
"1,057",57,9611,961,RECTORY/PERSONAGE R
"1,058",49,9613,961,"Rectory, Parsonage"
"1,059",243,961C,961,RECTORY
"1,060",99,961R,009,Unknown
"1,061",122,961R,961,religious rectory
"1,062",243,961R,961,RECTORY
"1,063",307,961R,961,Rectory/Parsona
"1,064",73,961W,961,REC/PARSON WATER
"1,065",57,9622,962,RELIG OTHER C
"1,066",243,962C,962,OTHER RELIG
"1,067",99,962R,009,Unknown
"1,068",243,962R,962,RELIG RES
"1,069",99,962V,009,Unknown
"1,070",119,962V,962,Religous MDL-0
"1,071",243,962V,962,RELIG VAC
"1,072",101,963,963,Religious - Vacant or Accessory Land
"1,073",317,963,963,Other
"1,074",317,964,963,Other
"1,075",49,9701,970,Housing Authority
"1,076",57,9701,970,HOUSING AUTHORITY C
"1,077",220,9701,970,Two Family
"1,078",342,9701,970,Housing Authority
"1,079",220,9702,970,Condominium
"1,080",49,9703,970,Housing Authority
"1,081",73,970C,970,HOUSING AUTH COMM
"1,082",99,970C,970,Unknown
"1,083",243,970C,970,HSING ATHORITY
"1,084",274,970C,970,HOUSING AUTHORITY
"1,085",307,970C,970,Housing Auth M-
"1,086",99,970R,970,Unknown
"1,087",243,970R,970,HSING AUTH
"1,088",307,970R,970,Housing Auth M-
"1,089",243,970V,970,HSING AUTH MDL 00
"1,090",99,971I,971,Unknown
"1,091",307,971I,971,Water & Sewer
"1,092",99,971V,971,Unknown
"1,093",119,971V,971,Town Prop - LAN
"1,094",220,9721,972,Commercial
"1,095",243,972C,972,TRANS AUTH
"1,096",307,972C,972,Trans Auth M-94
"1,097",243,972I,972,TRANS AUTH
"1,098",243,972V,972,TRANS AUTH
"1,099",274,972V,972,MBTA VACANT LAND
"1,100",307,973V,973,Housing Authori
"1,101",119,974V,974,Municipal MDL-00
"1,102",307,974V,974,Utility Authori
"1,103",99,975V,974,Unknown
"1,104",307,975V,975,Trans Authority
"1,105",163,976,970,Neighborhood Development Associates improved (non-profit subsidiary of housing authority)
"1,106",163,977,973,Neighborhood Development Associates vacant (non-profit subsidiary of housing authority)
"1,107",139,98,980,"Vacant, Selectmen or City Council, Other City or Town (Municipal)"
"1,108",99,980V,009,Unknown
"1,109",122,980V,980,vacant other town
"1,110",243,985I,985,OTHER CITY
"1,111",99,989I,989,Unknown
"1,112",243,990C,990,121A CORP
"1,113",243,990V,990,121A CORP
"1,114",307,991V,991,County/Regional
"1,115",122,992I,992,county improved
"1,116",307,992I,992,County/Reg Deed
"1,117",307,992R,992,County/Reg Deed
"1,118",243,995I,995,OTHER OP SP IND
"1,119",307,996V,009,Other non Tax C
"1,120",49,9971,009,Other
"1,121",101,998,996,"Condominium Common Land - Class 4 Industrial, Exempt"
"1,122",57,9980,009,OWNER UNKN
"1,123",34,999,009,Unknown
"1,124",101,999,996,Condominium Common Land - Class 9 Exempt
"1,125",165,999,009,Unknown
